n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,monte_carlo,monte_carlo_max_hop,two_hop
54659,3949,65093,42532,33106,10294,46203,9218,15909,47088,3850,45278,45597,23318,1306,30211,47946,9242,18781,27260,423,10335.83,345.93,373.9699999999997
26842,16146,941,38438,48382,3230,30521,18597,24509,59512,14731,62481,45147,33845,17060,3661,27278,47479,43910,62045,38355,10334.26,521.19,567.7599999999998
38842,72509,42858,24123,10591,13445,69891,40339,20500,49360,19257,16414,29205,41404,66628,31829,31019,24109,38149,48819,55022,10326.41,87.43,88.38000000000004
6062,17332,2693,51616,10213,9595,17304,55080,39241,72191,54624,18649,55337,39063,46473,11082,32513,58302,48399,69364,7583,10139.91,58.29,56.78999999999992
49339,53559,1104,54686,42030,57841,26737,48705,38444,61720,11934,24308,14236,36303,14700,73161,20169,58479,52268,24298,55273,10236.77,61.52,63.10000000000001
56585,22903,32500,59434,44615,68596,18686,46578,60612,11337,63345,26691,38630,241,58862,60556,1019,28669,39132,15002,39473,10327.86,334.07,355.239999999999
71461,20476,55601,61791,12131,65231,30456,71269,53124,36711,2833,15837,35399,5314,33,33629,52222,68957,51935,58272,13373,10338.02,299.29,354.3700000000003
33109,46376,37145,25694,11175,4646,9234,34404,40056,69945,44550,15490,69492,32643,21437,8925,54372,37970,37060,68135,17618,10332.19,237.13,232.13999999999956
75232,68558,27561,69648,13802,53844,71247,52876,36518,38306,57981,48733,74479,18063,20587,16160,15796,49994,52588,61334,18288,10226.56,72.85,68.60999999999945
73349,39185,46407,61953,54408,28575,62484,64075,65741,41712,64581,7893,58193,39345,18718,64949,6868,28274,3348,46583,61804,9006.15,39.6,38.92000000000005
51244,1325,69052,8710,10665,51788,841,47353,5397,15224,490,35432,38342,29712,18439,75084,37738,25061,13822,56887,60410,10332.04,205.11,226.199999999998
43279,50348,22053,43344,55274,57051,19401,58627,19333,68702,41428,16937,27376,24487,58212,45766,50970,56005,64481,51057,28856,9289.3,40.15,41.26999999999998
25715,57576,26773,6526,50901,4361,30674,11096,24478,47659,7469,22724,30548,38997,11354,67124,37280,46277,53927,60069,7070,9200.42,46.44,46.18999999999999
67649,71720,56440,59585,64251,33390,62344,28235,44196,34848,5535,5741,6888,21346,45849,507,37985,934,18403,8347,56065,10331.33,303.71,334.2200000000001
29119,51971,73107,28963,59467,25277,44499,13413,11222,41815,42326,70241,59735,42617,33488,3778,68418,5813,24920,48326,10500,10348.78,103.29,103.7300000000001
27471,68749,45317,24613,26426,32935,39494,40924,67751,50419,33376,63187,45080,31452,5833,40083,72348,9481,1206,60415,64920,10325.94,210.81,232.819999999999
57435,6221,54017,64694,60360,57685,15482,11221,10679,31607,12940,20158,54265,27979,57755,10111,55959,73270,51704,5157,23643,10335.56,259.38,263.50000000000006
32732,64227,28842,16788,36568,46150,41890,56995,14062,73014,37421,70919,26369,38881,57905,67375,60565,70276,34208,35723,30380,8082.79,38.0,39.08
2170,15562,12963,22619,54350,32607,28582,37297,844,70192,67539,56134,6523,15963,50422,35715,15498,74012,47042,30089,71648,10324.01,271.36,270.24000000000035
36984,29040,31475,8491,67915,40307,42901,30618,48915,62949,37595,22463,17994,2031,72498,66171,42976,48101,3314,17016,51849,10341.37,294.52,309.9899999999998
20348,23168,66908,10021,17770,27066,65108,74645,27978,30843,17318,30630,50411,46329,17372,65334,14157,3409,69000,47004,64120,10316.3,66.64,66.90999999999995
59716,40461,1656,28845,72813,21369,64841,63034,71569,41149,10324,33968,18015,52671,25043,41473,38237,50343,7756,27349,5018,10333.53,80.2,81.03000000000004
41308,32716,44979,57828,29611,34092,45111,21277,39964,2225,46708,75181,70715,7626,19820,46323,2881,64370,8037,3219,31649,10334.59,150.36,153.0999999999996
5893,1630,29592,42817,8722,8179,45210,55397,17806,28380,58846,57044,18619,46928,40888,23191,43098,53560,50157,1262,53645,10336.98,113.46,111.49000000000017
34569,69953,69643,60640,5497,74020,16068,53599,51157,22454,407,65608,18117,67362,19420,10439,43260,31113,23104,32347,2880,10334.18,201.25,214.31999999999994
22130,73584,22061,10287,55990,13586,59966,19670,5249,33092,44597,49350,3573,4760,65056,11746,46971,38369,19766,60046,30952,10327.45,134.58,141.50999999999976
66510,46636,21270,53046,44255,35368,64528,51457,1937,40732,69512,37778,72148,61461,4578,69703,74776,72364,34399,5020,59758,10346.62,273.2,295.39000000000004
51781,15730,52924,45428,65012,6704,2711,35789,4492,33281,37981,27144,69372,67667,44601,50603,32851,27390,15203,74191,43180,10332.74,104.71,103.83000000000008
31804,69832,46315,21305,20061,43340,1191,6718,74038,20469,45164,47604,38166,38459,42336,64862,52908,56492,22286,132,18449,10338.05,230.86,250.88000000000017
74527,5714,57919,16495,44740,1221,62968,33764,24596,9207,71942,55558,36530,22784,69406,22263,8295,20630,14424,66050,71227,10339.86,121.75,127.21000000000011
50423,56968,34833,40815,37350,1787,56191,36757,33841,70499,69109,72687,41671,44861,24902,56583,18573,776,67022,20359,73830,10339.79,144.57,143.29999999999953
50350,47309,60834,4766,73609,53954,29924,2056,47477,69349,20777,25494,46461,65141,2508,32662,74915,31729,35975,24266,55047,10338.89,98.4,101.36999999999998
10213,75122,58743,31029,58937,66702,13162,24678,21559,57736,8549,55934,51739,35632,33120,57306,46683,42960,11878,40241,3949,10332.7,146.27,157.16000000000008
64555,1437,32841,26579,52153,50675,57096,51021,5035,60989,46475,74552,16621,73979,36483,43006,3185,52178,62092,68379,17739,10318.78,268.93,293.88
5450,10680,74176,45538,47319,588,9092,25005,14524,70860,61748,5651,41226,3327,41261,51465,16419,36055,53269,18629,19331,10331.61,92.77,96.52000000000007
52979,40120,67042,7844,21353,16434,17557,63031,6122,68106,5697,72737,50759,23621,45180,10852,10581,73373,22862,34810,26424,10336.9,91.74,89.28999999999999
34205,42983,33276,33979,67821,59831,20342,58828,72446,20030,5059,23195,67138,4429,41429,9390,25282,59840,31289,60118,68454,10232.09,58.01,56.100000000000016
20891,43734,17678,62453,72865,7492,71230,10802,67852,45007,322,10484,13629,56063,46179,74746,59189,44014,49553,67161,47455,10338.39,107.78,112.91000000000008
15577,17840,41535,2978,23933,16397,2516,44287,25341,5785,54242,8131,40796,51054,6846,22041,46908,10147,53507,7078,57764,10336.12,162.02,174.01000000000022
46527,33531,40598,73758,59459,54031,23680,4022,59471,34622,24968,50811,8400,46872,12622,16169,3432,45978,2796,23211,52922,10339.31,81.61,80.25000000000003
1788,42310,59831,72620,65015,62460,10544,6779,70203,52682,34372,3643,67615,12545,10497,43727,46995,12908,61785,4334,20220,10324.34,179.84,183.9
67711,37628,4823,95,49373,44261,20560,71864,19252,21044,22887,20837,31795,43027,3125,63296,52180,5789,29678,31495,36906,10352.13,214.92,227.59000000000006
43066,22284,31219,46148,29627,21446,55148,60673,47616,74105,18087,50660,74044,1765,21252,738,51105,22539,19513,2557,3298,10336.91,175.95,190.3099999999999
42378,66858,484,5004,6187,14667,75104,19358,20073,49790,3465,54884,57181,74454,43636,32500,18065,47713,66879,28398,69907,10331.58,270.89,294.23
52479,9574,17012,53445,74201,45952,12655,56562,57152,32197,61752,50037,29495,51752,31464,63069,52043,9046,33078,36159,69020,9820.98,63.8,68.67999999999998
48732,71085,2847,62200,31066,36212,5282,42148,51219,13980,70054,6385,18901,51436,3512,55187,51525,56748,13738,60383,60553,10231.99,85.86,79.62999999999944
21152,22230,44629,62175,53883,20841,37186,66002,14747,48271,45274,18703,46874,61954,67989,7065,25649,33768,23186,42555,38802,9911.27,47.66,48.02000000000002
49822,5434,38156,72277,56519,4574,53811,35267,49173,27285,45465,17584,17321,14457,46787,21726,4092,56436,75588,52218,60754,9829.31,41.72,46.760000000000055
9983,10200,55761,71422,72602,18127,22181,20049,27192,21557,29917,3895,68852,17767,64624,46789,37753,43931,15529,53591,34310,10328.76,161.57,172.91
20751,44888,65740,43488,69878,18950,49301,72807,40008,30741,49619,45419,51152,61770,67049,40128,53752,53254,12807,20186,19352,8475.1,38.16,39.53
644,67779,14000,26859,67299,14573,34954,22103,49264,11190,4721,1374,15125,47469,63006,41727,14174,59326,48377,33277,63770,10345.54,220.29,227.9299999999996
29978,20846,73615,72303,10214,66583,22020,3379,21864,67782,53595,27273,57433,53086,34619,2774,17598,50884,22457,57797,74048,10327.29,111.95,105.60999999999956
7032,49158,11376,53108,43847,30552,66426,59706,5125,62907,13343,35217,66519,64261,72193,51654,61954,34774,23726,30116,70910,10320.43,167.91,177.31000000000003
47752,20911,39643,18827,59889,9023,8977,62667,51543,74202,53737,72894,12090,34803,63214,30100,14532,38888,18490,47115,12340,10333.68,80.11,81.19999999999999
18170,7432,17931,73233,26018,924,4333,52999,73174,64270,14030,61992,73340,45518,44963,12783,674,31678,29707,65239,40828,10350.24,335.36,392.2399999999998
35973,29440,1175,64963,46512,66712,44678,12014,10158,39946,75191,55350,29655,48168,49959,19067,30360,37735,26124,63061,47076,10238.9,94.56,105.31000000000009
37080,50376,16956,15657,52585,46538,65569,61730,29969,49012,47022,56612,36360,47082,52543,37107,13800,62878,38189,15810,58456,10229.5,72.3,76.5899999999995
20219,45090,31920,24502,44314,65444,29975,14414,50319,50949,60924,67309,60525,74172,28921,52335,65827,40790,63789,30494,41225,8800.16,36.37,35.31000000000001
67884,215,12044,61835,41568,51677,29802,56538,6373,75416,5300,53281,12252,34532,26253,42835,23405,14825,23700,47730,3704,10328.2,142.28,155.38999999999893
30635,5727,1060,50157,70068,590,16994,15268,26131,10690,61091,25913,195,68186,54421,8752,70376,23217,30710,29746,54450,10342.46,309.5,333.22999999999894
50060,62217,48,57122,27538,49970,5399,35300,3742,45490,48164,44213,59495,17613,67768,12065,32993,13534,13564,35765,3162,10330.54,225.61,242.3499999999994
18598,17813,49664,27143,75127,41882,26431,55203,66586,65584,15773,73347,13832,62208,16324,66715,58679,61577,23419,59624,71797,9096.31,76.17,63.0299999999995
44540,16892,54554,33349,49444,10295,74053,66249,43986,30613,59480,32567,46012,62986,53776,3134,58589,787,72412,53065,58468,10334.71,392.28,452.7899999999989
29357,56293,31596,33189,62551,62271,18480,29918,57790,37161,47182,63725,19504,68469,11476,24589,39308,67869,16089,7732,20330,10347.14,75.22,80.21000000000011
44932,4808,43835,21018,61420,51157,24593,53932,65024,25172,21956,51235,6177,44428,68276,24594,42998,24012,68053,71142,56890,10332.92,77.61,80.06000000000017
19942,64676,74807,27967,57852,4313,31846,63931,41639,72852,25741,67,5707,8161,17585,31830,58093,29359,14293,67596,55774,10326.67,330.28,368.8699999999996
37538,44321,64674,25184,21392,48842,73055,46731,57428,51225,57527,41618,61416,8824,19213,28806,14850,20417,51649,60801,70856,9926.88,47.99,46.12000000000002
27527,48218,6108,2788,53233,27174,11477,54045,74660,53922,70889,27586,542,17875,69578,64187,40452,49826,71292,70412,8656,10322.54,422.32,481.6399999999997
10260,64584,2004,26732,54964,47187,40905,10972,3045,31342,3655,67193,48170,20103,61047,33868,14442,58609,36497,28774,50163,10321.97,195.79,204.7899999999999
50339,66429,44534,29924,34587,11662,5768,20288,41357,73867,63575,8296,69116,62841,56976,41869,50532,3183,15282,56917,17508,10349.86,106.65,107.66999999999996
18578,4079,15585,56330,32490,4166,35650,34624,50370,15129,45065,38224,48986,24843,71004,71030,7812,44400,67553,72382,1828,10346.49,114.44,110.9400000000001
21158,64940,2877,33797,43460,18044,45094,13018,73562,54742,8868,32967,74777,13656,68249,9841,16811,63605,4542,68187,29280,10332.87,88.03,89.18
45524,12689,73110,28438,23224,30166,52302,26398,57538,45667,20704,35281,45683,71732,26318,28320,61044,41121,16838,36283,73544,9413.61,45.26,42.22000000000005
59,10915,43002,40417,42371,4601,11084,1850,38326,15028,21821,36084,26399,67201,72702,45396,58863,11653,54344,65893,69717,10324.6,339.43,377.56999999999954
