n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,monte_carlo,monte_carlo_max_hop,two_hop
1652,2555,5150,2498,4350,6221,1686,2375,3651,4096,5506,1457,2216,2842,6583,148,2051,302,125,151,6005,34.31,32.44,31.67952066695746
4142,4514,1552,4212,3889,2012,3662,870,5392,6708,5325,3540,5378,4055,4472,6837,3220,4150,2521,5633,1762,27.33,25.13,25.048878329829687
1880,2807,1627,6818,5789,5970,5209,1144,3315,2847,445,6856,1063,116,579,5123,6069,2093,3528,1337,453,40.62,34.52,35.30646704656639
692,5449,6891,3120,4144,5493,2309,4905,1984,5674,2400,370,3763,1518,1290,2203,3652,29,2156,2983,2694,34.6,30.95,30.19723281439057
4481,2650,2002,282,2535,1784,2921,1498,8,2747,3126,687,3888,2284,4118,5374,1646,2033,4134,6358,40,57.42,42.44,42.634268577624624
744,2164,6693,735,1178,3272,4807,341,3227,184,2454,2492,5158,1907,692,4797,4335,6989,6148,1271,5386,34.19,31.48,31.583538030430844
5865,6422,4887,3190,6261,2671,5903,4048,1224,2327,5932,5068,5269,1185,358,6757,6842,5857,4202,5139,3516,26.5,24.86,24.7415373000153
6011,5743,6653,4141,1141,4290,6167,4131,4656,6839,6659,6591,131,6769,5623,4784,6536,5826,5594,5679,5266,24.6,23.85,23.897558990233872
1883,697,255,342,1090,5219,2954,859,3085,6847,3697,4575,415,5142,154,5130,4353,5576,2003,4008,2160,36.34,32.54,32.104150388771224
27,3743,6534,574,6129,4120,4384,753,5400,4308,541,6109,6035,3881,2065,6629,609,6931,2175,1923,5974,38.11,29.64,30.211863404971776
6196,1681,1890,6060,5324,3771,4046,6926,3133,628,3924,5600,2353,6283,382,5054,5183,5265,1624,634,4912,25.82,25.39,25.45448843422581
1207,2717,2080,5337,6088,5676,2493,5088,4651,1093,102,3951,496,3979,2201,5505,815,5670,1783,5535,4010,44.21,35.11,36.04525366292833
2382,5807,4231,2339,3806,3816,3820,6284,970,4498,1632,2553,703,3874,143,2372,3759,626,6716,4150,3681,44.74,37.59,37.72410831949133
2200,3169,1718,1726,611,4763,739,1161,6123,4293,2144,2945,1086,4942,6719,5174,4167,2290,923,5761,2991,28.49,26.74,26.33597199439215
1895,4078,3982,3228,203,1303,29,4027,5583,3692,3321,2473,5957,1152,3409,2817,3081,2589,990,6883,2714,53.98,44.69,45.01486420423106
14,2658,6150,2771,6873,3262,983,1603,5841,96,6061,2374,2074,3049,532,3218,3196,4826,625,2954,3506,67.73,52.89,53.91774891419255
6190,2254,6998,395,2298,833,422,6837,5422,2339,5201,1219,2042,2176,3573,4185,2585,1555,6333,3058,6431,44.79,39.18,39.43286858333976
3504,237,6651,6239,5168,3277,4539,4499,1666,5894,660,405,5999,3365,3693,5037,6165,1135,5279,2344,3977,28.15,26.84,26.633023144896725
401,4506,1042,1398,3868,3398,2815,2308,2439,2095,6054,6051,5347,2131,3327,5373,1955,2464,3958,4565,5479,38.63,31.73,31.92980655510382
3230,980,1370,5269,1324,615,1702,4100,6650,4072,4508,1802,3710,2726,6219,3686,3501,1143,4487,1576,1999,26.75,23.66,23.76830414345843
743,1431,2801,4553,746,2615,1958,3017,2116,6630,4666,1655,164,6141,3381,3136,3390,6109,4293,1720,3087,36.94,33.8,33.651751522959955
2213,2770,6161,508,4080,2273,4704,2950,1031,5625,4123,4335,5157,6474,7068,6951,1769,758,2220,2035,3150,48.23,38.85,38.85171429925102
3274,5290,3652,3537,2556,6952,6671,178,1042,264,3483,5812,6256,6588,3877,4810,4012,1,599,3207,6763,28.85,27.0,26.708664003510734
4324,7007,3835,3677,2035,6415,893,1833,1264,1245,4279,5587,892,6761,5912,5742,5303,6934,6265,3746,696,43.56,40.47,38.8751243082406
4517,6364,323,11,6408,1029,1905,4664,307,5287,5857,2488,1048,5132,2062,4327,5212,3583,5722,6257,918,36.76,32.99,33.02394844039644
814,576,2460,4296,4775,1570,3179,2137,1831,6475,4923,9,85,4403,2470,3773,2282,2591,5280,6876,1985,26.15,25.46,24.892443040830624
3893,4311,1923,4481,2023,239,3373,5772,5321,2518,453,178,1590,4082,5525,5301,3440,664,2107,1866,5466,28.05,25.97,26.29047841681882
3476,3032,1857,4038,279,5700,2769,5884,3445,2968,5591,3246,1622,55,6529,2392,6054,6923,4135,552,1681,31.17,28.13,28.072014719463922
4060,1641,2553,6273,6717,1588,1890,3810,1814,2171,6229,2416,892,5108,4061,4997,1534,1829,3973,3416,5450,35.34,32.52,32.908281220491396
462,4872,1199,3223,445,1744,193,4883,1162,3402,424,5815,492,1508,3222,3683,5832,2573,6002,927,650,32.86,27.22,27.377478343022382
1356,2697,1562,1519,5345,4299,6113,3830,261,2554,5443,5942,3101,6874,3062,2717,3624,1386,892,23,640,40.38,34.2,34.885762445082904
2292,661,2879,3442,1013,4596,6216,1699,3114,2921,6297,6730,2528,6733,6585,3542,718,403,5777,3878,1603,27.74,25.44,25.045466988434356
3053,4436,3656,1581,2648,2983,6040,3887,248,5174,3365,2031,6650,5123,6280,3315,333,3076,285,3801,512,39.41,31.99,32.772919746225604
6580,507,2105,1596,6121,514,4961,2777,2973,2230,2744,5054,357,2147,6114,5870,5649,2592,2257,2436,30,50.66,41.14,42.96653969806527
5911,6190,4878,6599,5193,535,198,6766,1915,878,3892,5861,3815,6359,3166,6470,2056,3522,6674,4042,1087,30.71,27.72,27.48053001691069
4067,1498,71,6574,6049,2484,6740,5669,6330,1239,4974,1934,2685,7055,2617,3774,2964,6421,6408,4880,647,38.9,34.91,34.91426934868764
4193,1616,3208,6167,1310,2025,3340,530,5321,277,3946,4526,4461,2668,1316,3494,861,591,2169,5116,688,25.62,23.92,23.696894927783642
1706,789,3449,4083,5814,3661,1418,1918,1088,3414,3775,5081,5522,1924,6127,4411,6938,6339,5442,6222,992,39.56,34.97,34.93156572480178
6387,6888,2407,2406,2288,4643,2192,3055,2081,6046,2132,1631,3599,2026,1521,2009,1929,1256,2304,4737,1542,33.91,29.42,29.22744734464408
2673,530,3244,2061,2014,4156,4311,1895,5321,6622,823,5352,3800,303,838,36,3889,6710,1893,6885,3672,26.22,25.65,25.25795524719642
3062,330,2405,1907,976,412,1552,4919,6782,4777,1590,615,3049,4199,7095,1456,3679,4940,2129,6348,6371,25.88,24.63,24.809815634332036
5445,51,866,5222,4883,5813,5078,2864,1782,306,3020,2785,1158,361,1670,2088,313,4910,5998,5338,1666,31.15,27.32,27.341265657546455
6674,93,6707,2680,3350,5556,3045,1516,5087,2557,638,1666,257,6514,4060,4489,3960,518,3343,830,6519,26.68,25.19,24.9117643145109
3238,5439,4506,1266,5236,4374,746,5349,1340,3258,5696,2221,3356,2320,5470,2519,3422,420,2558,6105,4640,40.25,37.3,36.50411702459
2926,3392,3411,149,7079,6280,6571,2980,5279,1615,3200,5964,3317,1668,48,3556,1282,3471,930,6720,741,32.39,29.62,29.226301660493593
3327,4733,2987,3775,6332,1331,1064,121,423,4518,1167,5248,6606,3249,729,4692,5097,3037,6039,4132,1406,26.38,24.02,24.595946486557732
1195,2850,2320,1325,4269,1407,549,891,3143,4018,6173,6593,6489,6592,1616,2470,1037,6859,356,3954,2576,48.09,39.18,40.09502916369539
437,4977,5213,3177,706,5835,5081,5637,6754,1312,5245,6437,7017,1819,5087,3313,5035,6933,1606,6792,3874,29.78,27.69,27.65537775307712
1498,4631,1786,341,3274,4242,1281,3142,2942,1008,1224,2023,5938,6681,1577,336,4606,6901,6205,5507,312,47.64,38.46,38.81123719021441
5471,6866,2655,964,3193,4911,3733,4506,6955,5136,6374,2508,5316,3441,2524,4772,2041,3487,3188,5397,3010,27.61,24.04,24.596289050787153
3660,4125,3590,1464,191,28,5069,4009,3811,1927,3660,6255,5067,6389,6709,3754,6852,1471,6639,3876,3279,23.98,22.87,24.016475746068615
877,549,1052,2937,3527,2992,751,6572,3620,4131,4179,5382,333,333,5213,1067,673,6008,2570,6370,5901,85.43,66.28,68.65505447338661
4190,655,444,6160,4128,3095,5347,6424,1115,211,7021,543,5030,5997,5673,6676,897,1586,1078,4029,2358,40.2,37.43,36.834399414639705
6643,6512,1352,5620,6458,5907,1811,536,6824,2874,5000,6194,2066,1300,2652,5026,2252,6681,3738,1176,2082,29.71,26.69,26.280462202912087
4114,3933,1706,4848,2153,5045,4145,1944,2613,3049,301,1629,1491,3305,1320,5214,2278,5567,2685,3087,1382,31.49,28.06,27.890132606592797
6489,6429,2165,942,6293,4347,397,5212,7031,2947,3711,4548,4271,4751,5642,856,2064,4388,5159,7017,3229,31.16,29.27,29.005087046470496
6045,6534,3043,2168,3078,3022,4729,1197,2951,2710,6263,666,3623,1884,1447,5041,6091,395,2427,6716,4227,41.88,35.73,36.42935474167394
2077,2540,5236,4799,5437,2561,6005,14,6120,276,1815,1223,2383,5046,5125,3540,3421,4199,2982,391,1081,23.87,22.67,23.093133652033135
4000,1861,5017,5350,373,182,445,21,4645,2907,2488,871,4285,2925,4375,1837,3385,4780,2467,4825,1095,39.4,31.62,31.467725099302182
1672,3000,5111,6786,3890,1299,1103,115,6565,1995,5795,1223,3693,784,521,5228,1185,5451,6407,2209,3292,25.96,24.46,24.367805696507684
6648,2164,94,459,5283,6724,4606,2869,4871,5288,4738,3635,4930,4240,6009,4037,2035,1352,3,360,504,32.63,28.7,29.123181473914595
4354,206,3325,1520,1946,1304,478,6380,859,101,5018,4513,5380,1615,1165,3384,1634,4245,4981,5264,4152,30.29,27.2,27.372499453464982
5305,5255,3401,6663,5023,1430,4166,2534,522,2459,5127,397,5933,6414,3915,5860,4410,52,3073,6917,3577,24.92,23.06,23.203917568019342
6104,3811,659,6076,5370,3706,1436,1850,862,2141,1902,5275,317,1009,2748,6141,5694,6924,2156,5830,430,39.41,37.84,36.57876049958695
2178,5209,4536,5564,3572,5617,6458,4286,2173,2421,5259,1777,699,4156,124,1390,2132,1934,6895,6093,1661,69.61,57.65,57.613752744593185
1304,6112,2677,1572,3184,2691,4925,1959,3108,6978,5166,5675,5449,6893,4393,3846,3867,6878,4346,5714,52,25.64,25.31,24.84314943535604
7024,217,3581,5936,1915,4672,2521,6465,1736,3207,5100,4795,637,4630,1405,1184,269,220,916,873,5095,51.89,42.79,43.77549513921421
1325,2825,1161,5740,235,252,341,1133,5673,5271,5192,349,5709,555,6035,382,538,7016,4837,6240,2977,41.53,34.98,35.83936289209434
1632,6697,6713,4373,5440,540,7108,6191,5826,3144,877,2019,1685,1664,917,277,282,6944,6652,6174,5195,50.15,42.87,44.03407210698096
716,6758,6155,5173,5179,2354,3908,818,1086,801,6487,6204,5294,1679,2412,2614,2756,3471,2139,171,2874,42.42,34.78,36.0406603483815
